3.277996050929824e-06,	3.805549584665071e-05,	-1.506605002914905e+01,	6.009774646369568e+01,	1.112251862399011e+08
3.323761948127630e-06,	3.735088322277951e-05,	-1.573443369586633e+01,	6.739142735866547e+01,	1.334002610572708e+08
3.370006630727732e-06,	3.660658547579670e-05,	-1.646502395411206e+01,	7.371626863094836e+01,	1.552685828287107e+08
3.410980230367025e-06,	3.591778586993031e-05,	-1.716554440397504e+01,	8.172306301672805e+01,	1.837882682425398e+08
3.452367393941928e-06,	3.519171836107831e-05,	-1.793153820190926e+01,	9.129295328943179e+01,	2.181500342385666e+08
3.489062467403177e-06,	3.452039872198570e-05,	-1.866701575367985e+01,	9.856690470984272e+01,	2.511182033104816e+08
3.526118548643949e-06,	3.381397123786498e-05,	-1.947155488531074e+01,	1.088310590884434e+02,	2.942537122550327e+08
3.558996496594942e-06,	3.316123575744820e-05,	-2.024506104548005e+01,	1.227078063344606e+02,	3.533024513876046e+08
3.592189579425349e-06,	3.247538702207701e-05,	-2.109148799298663e+01,	1.349093551025110e+02,	4.118133819912345e+08
3.621659270866621e-06,	3.184197875170933e-05,	-2.190625373618863e+01,	1.477085293088715e+02,	4.796544334116650e+08
3.651403593110274e-06,	3.117731409537786e-05,	-2.279807132467679e+01,	1.637472186986240e+02,	5.632640090268679e+08
3.677829245711167e-06,	3.056365335724818e-05,	-2.365754759850968e+01,	1.811320912781053e+02,	6.622543435770687e+08
3.704496378874550e-06,	2.992040312245331e-05,	-2.459859624111029e+01,	2.024533825887039e+02,	7.835369808524067e+08
3.728195953455211e-06,	2.932681374240800e-05,	-2.550623178103388e+01,	2.264658878171177e+02,	9.309271191966962e+08
3.752107576501350e-06,	2.870520185434775e-05,	-2.650024751269351e+01,	2.550124755835309e+02,	1.108952265735417e+09
3.773369402829880e-06,	2.813169215945438e-05,	-2.745986087508586e+01,	2.749710156885994e+02,	1.269247297325822e+09
3.794815236722365e-06,	2.753168215466335e-05,	-2.851089806447855e+01,	3.080450035807601e+02,	1.503441899912547e+09
3.813894273001296e-06,	2.697816316172849e-05,	-2.952644340494439e+01,	3.426184893404664e+02,	1.774021792369321e+09
3.833137456309393e-06,	2.639942752096122e-05,	-3.063907385004352e+01,	3.763610955839196e+02,	2.059555448968803e+09
3.850262313453727e-06,	2.586565010439241e-05,	-3.171482751160151e+01,	4.214223170722116e+02,	2.445505586168448e+09
3.867529757103330e-06,	2.530798548346062e-05,	-3.289345954469449e+01,	4.573367797175540e+02,	2.803787460379827e+09
3.882903210329493e-06,	2.479365131694441e-05,	-3.403386280211672e+01,	5.278215407091024e+02,	3.430118234317697e+09
3.898403906442812e-06,	2.425655553027761e-05,	-3.528361629926224e+01,	5.955203642053126e+02,	4.087308099993079e+09
3.912205545276868e-06,	2.376134892653224e-05,	-3.649324799954836e+01,	6.393104847433390e+02,	4.649709191320035e+09
3.926120471052484e-06,	2.324445611678367e-05,	-3.781909296708446e+01,	7.211475548735995e+02,	5.537778315035860e+09
3.938514346232362e-06,	2.276788169841177e-05,	-3.910309931408980e+01,	7.884318658615964e+02,	6.413954769133453e+09
3.951008324061906e-06,	2.227066253136709e-05,	-4.051058611011461e+01,	8.943175219851618e+02,	7.679806875260583e+09
3.962139159716186e-06,	2.181225937864376e-05,	-4.187425043404552e+01,	9.803689645911609e+02,	8.916510971287252e+09
3.973357037048395e-06,	2.133425649145649e-05,	-4.336894911462446e+01,	1.109751135862795e+03,	1.065226581435291e+10
3.983355112364663e-06,	2.089350524282423e-05,	-4.481795616322636e+01,	1.229459692862976e+03,	1.249642209926765e+10
3.993432309862836e-06,	2.043397691892120e-05,	-4.640663011426284e+01,	1.357870055423803e+03,	1.456360718607587e+10
4.002412505496183e-06,	2.001041500558579e-05,	-4.794677819586730e+01,	1.500021777688819e+03,	1.703313948056938e+10
4.011465230363743e-06,	1.956883118810144e-05,	-4.963590301503853e+01,	1.687836998292714e+03,	2.022105642619833e+10
4.019533064825278e-06,	1.916185990823733e-05,	-5.127379138863903e+01,	1.894971083470664e+03,	2.403275903689215e+10
4.027663332817395e-06,	1.873779542261207e-05,	-5.306972628816931e+01,	2.120886792513183e+03,	2.837561371364917e+10
4.034911950992699e-06,	1.834688465910508e-05,	-5.481207097184537e+01,	2.347406596135878e+03,	3.324196436514625e+10
4.042216919621157e-06,	1.793960653308196e-05,	-5.672283435877923e+01,	2.613552803244676e+03,	3.904048136832301e+10
4.048730155277008e-06,	1.756420187996279e-05,	-5.857690764008630e+01,	2.905299547884662e+03,	4.593100320048837e+10
4.055292517338970e-06,	1.717322528907383e-05,	-6.060992347663552e+01,	3.249218389882365e+03,	5.418098893059763e+10
4.061145828460229e-06,	1.681275951180982e-05,	-6.258353948860942e+01,	3.597408681987788e+03,	6.348215354403676e+10
4.067043872761423e-06,	1.643734868840454e-05,	-6.474806899582074e+01,	3.969396359216075e+03,	7.387807861595959e+10
4.072303027647578e-06,	1.609137996897768e-05,	-6.684888745537900e+01,	4.619840010774568e+03,	9.098964968063806e+10
4.077601917754721e-06,	1.573113971597529e-05,	-6.915285921133491e+01,	5.069919550944484e+03,	1.053105706665025e+11
4.082329010182659e-06,	1.539903220977550e-05,	-7.139019716067260e+01,	5.508957836921874e+03,	1.210847378435542e+11
4.087091632085118e-06,	1.505326964329940e-05,	-7.384398059132134e+01,	6.344642248874823e+03,	1.470693920536030e+11
4.091340202997535e-06,	1.473454573483277e-05,	-7.622688713678710e+01,	7.142536530871113e+03,	1.751889594275701e+11
4.095621029590297e-06,	1.440271865943843e-05,	-7.884067968996193e+01,	7.819383675540354e+03,	2.022618435753950e+11
4.099439512584993e-06,	1.409688728584780e-05,	-8.137891715059008e+01,	8.839379216771784e+03,	2.419344159829556e+11
4.103286118591399e-06,	1.377857897812172e-05,	-8.416256106653684e+01,	9.802058860393607e+03,	2.829280392650900e+11
4.106718693984022e-06,	1.348510688627362e-05,	-8.686695301904774e+01,	1.087283076866539e+04,	3.320680909790978e+11
4.110177077819910e-06,	1.317963290413574e-05,	-8.983343202625555e+01,	1.205384348082979e+04,	3.882359495474266e+11
4.113262348824631e-06,	1.289808864289296e-05,	-9.271477190748323e+01,	1.379405588925198e+04,	4.701069411821933e+11
4.116370439121122e-06,	1.260508329177964e-05,	-9.587503161565442e+01,	1.504873221654328e+04,	5.408707497612067e+11
4.119144416169479e-06,	1.233492729552626e-05,	-9.894601690259663e+01,	1.738530099971366e+04,	6.611682939382969e+11
4.121938531130382e-06,	1.205382428758009e-05,	-1.023139498134199e+02,	1.911552313065236e+04,	7.666866733270076e+11
4.124432135063101e-06,	1.179466955297034e-05,	-1.055866274502763e+02,	2.157988175501364e+04,	9.158599321615220e+11
4.126944093535798e-06,	1.152499778553331e-05,	-1.091761949448374e+02,	2.288038082301336e+04,	1.024133077671326e+12
4.129185857642880e-06,	1.127639457144958e-05,	-1.126642672934035e+02,	2.696962617014067e+04,	1.277415067288196e+12
4.131443971640071e-06,	1.101772959683794e-05,	-1.164898822778599e+02,	2.999751018659391e+04,	1.498549684646479e+12
4.133459563847733e-06,	1.077923788803057e-05,	-1.202080598644290e+02,	3.337920291039822e+04,	1.764582885877427e+12
4.135489888159785e-06,	1.053109709232535e-05,	-1.242861890419154e+02,	3.723400731679202e+04,	2.076133687289502e+12
4.137302135982072e-06,	1.030231760722479e-05,	-1.282498095934262e+02,	4.212623235032152e+04,	2.485832592565923e+12
4.139127386226098e-06,	1.006432061500330e-05,	-1.325965884902073e+02,	4.646865401916358e+04,	2.892356971134920e+12
4.140756981294329e-06,	9.844846103524923e-06,	-1.368223663800520e+02,	5.215986170503315e+04,	3.436009236380104e+12
4.142398334923840e-06,	9.616524359910194e-06,	-1.414569071347764e+02,	5.874641669639556e+04,	4.082249567045802e+12
4.143863527947147e-06,	9.406007836193757e-06,	-1.459618053768921e+02,	6.518668335032123e+04,	4.794407141291003e+12
4.145339200789525e-06,	9.187024091817386e-06,	-1.509021375071308e+02,	7.395422527331258e+04,	5.738083799274292e+12
4.146656628867382e-06,	8.985101379852519e-06,	-1.557047346029395e+02,	8.341382495217025e+04,	6.850599474393071e+12
4.147983613357869e-06,	8.775039864055340e-06,	-1.609720714001460e+02,	9.316867649161155e+04,	8.072699145589171e+12
4.149168288313064e-06,	8.581348990432198e-06,	-1.660925224399134e+02,	1.018269205303799e+05,	9.339724135736379e+12
4.150361378424075e-06,	8.379884963607992e-06,	-1.717075858197287e+02,	1.178190727814707e+05,	1.140197596649697e+13
4.151426866578611e-06,	8.194063690227422e-06,	-1.771678318797929e+02,	1.281444036692117e+05,	1.312868033744194e+13
4.152499874217906e-06,	8.000795917271541e-06,	-1.831552786210605e+02,	1.511042739472551e+05,	1.633549458184798e+13
4.153457885550434e-06,	7.822581221015675e-06,	-1.889761553063911e+02,	1.652965820850982e+05,	1.891995612683345e+13
4.154422774418525e-06,	7.637205523477721e-06,	-1.953597237967100e+02,	1.847004658768812e+05,	2.230976127863100e+13
4.155284386724966e-06,	7.466244010452956e-06,	-2.015666158141544e+02,	2.141262770050394e+05,	2.738675174101745e+13
4.156152101525463e-06,	7.288431900357283e-06,	-2.083728245963918e+02,	2.292420962879615e+05,	3.094430980705628e+13
4.156926909799895e-06,	7.124454542901649e-06,	-2.149903080127172e+02,	2.648986146081504e+05,	3.786663119872569e+13
4.157707172122809e-06,	6.953916270191104e-06,	-2.222463040753913e+02,	3.050262596898348e+05,	4.602295454886583e+13
4.158404049914049e-06,	6.796612889698871e-06,	-2.293026151460774e+02,	3.322036582953329e+05,	5.308593919439942e+13
4.159105733916107e-06,	6.633040445224679e-06,	-2.370386041680445e+02,	3.744724289466135e+05,	6.316933791220127e+13
4.159732404762560e-06,	6.482170574853473e-06,	-2.445612386679782e+02,	4.278390358557820e+05,	7.644636626697167e+13
4.160363530030517e-06,	6.325256786343338e-06,	-2.528100875511955e+02,	4.719431916258787e+05,	8.902805795692355e+13
4.160927104942129e-06,	6.180550473115982e-06,	-2.608302032135425e+02,	5.356964736015199e+05,	1.070545251889761e+14
4.161494566180542e-06,	6.030081228900064e-06,	-2.696224590543993e+02,	6.135195919544154e+05,	1.294580802640723e+14
4.162001438292403e-06,	5.891279859320675e-06,	-2.781731738048163e+02,	6.876304933454136e+05,	1.537297902787942e+14
4.162511758056695e-06,	5.746965909066983e-06,	-2.875460675736728e+02,	7.462894400116174e+05,	1.761906640512141e+14
4.162967577890112e-06,	5.613847874977494e-06,	-2.966610166664225e+02,	8.700799625494546e+05,	2.176697022954518e+14
4.163426621261780e-06,	5.475407254716056e-06,	-3.066549487340870e+02,	9.679116907392752e+05,	2.557440748420534e+14
4.163836523978546e-06,	5.347744613338906e-06,	-3.163709480166269e+02,	1.107150177287995e+06,	3.100345463479061e+14
4.164249291851356e-06,	5.214990568386165e-06,	-3.270227138659008e+02,	1.232210814675719e+06,	3.644860887923931e+14
4.164617944440926e-06,	5.092549903928591e-06,	-3.373800129372962e+02,	1.396934883478542e+06,	4.379964169623316e+14
4.164989092722764e-06,	4.965255963014838e-06,	-3.487320824991334e+02,	1.581502621513081e+06,	5.238705412536425e+14
4.165320608092050e-06,	4.847841239706885e-06,	-3.597711481610655e+02,	1.746901880907580e+06,	6.134635710508818e+14
4.165654358529176e-06,	4.725777924970320e-06,	-3.718698368200976e+02,	1.948003603223719e+06,	7.228325540174504e+14
4.165952426082795e-06,	4.613206571801053e-06,	-3.836328649226193e+02,	2.223100497889923e+06,	8.746750614505395e+14
4.166252590332228e-06,	4.496146514901449e-06,	-3.965284647883715e+02,	2.481963844906823e+06,	1.031996817870902e+15
4.166520542607171e-06,	4.388239874942302e-06,	-4.090603520760298e+02,	2.822484070021271e+06,	1.244616107889114e+15
4.166790392211369e-06,	4.276028440097633e-06,	-4.227988924442564e+02,	3.157049367655930e+06,	1.471459813795756e+15
4.167031340789845e-06,	4.172568920384020e-06,	-4.361527665923371e+02,	3.581100382075477e+06,	1.770434056372464e+15
4.167273925702213e-06,	4.065015570408884e-06,	-4.507878267050537e+02,	3.979665685742678e+06,	2.079944312566935e+15
4.167490540016524e-06,	3.965848882042039e-06,	-4.650133103910221e+02,	4.244752170355733e+06,	2.353598126050659e+15
4.167708645884845e-06,	3.862751222942519e-06,	-4.806046828278015e+02,	4.798623308441866e+06,	2.813298963662349e+15
4.167903341224408e-06,	3.767725142045207e-06,	-4.957545526261080e+02,	5.403029138977818e+06,	3.361232649704148e+15
4.168099396237457e-06,	3.668925870131541e-06,	-5.123601047542755e+02,	6.201475355122108e+06,	4.079928238384628e+15
4.168274373999155e-06,	3.577882239195385e-06,	-5.284917904276731e+02,	6.944103310475032e+06,	4.848669100327092e+15
4.168450573950949e-06,	3.483226974532964e-06,	-5.461728524970229e+02,	7.634725232578135e+06,	5.638656246685106e+15
4.168607825543595e-06,	3.396008496389798e-06,	-5.633481563425159e+02,	8.335494352047533e+06,	6.535061827030444e+15
4.168766224257547e-06,	3.305305215581290e-06,	-5.821785694372071e+02,	9.223909897191826e+06,	7.650558943501634e+15
4.168907491608455e-06,	3.221788968365308e-06,	-6.004573083884527e+02,	1.022749566539682e+07,	9.007078631252535e+15
4.169049794401991e-06,	3.134937082079099e-06,	-6.204972538699135e+02,	1.145691168298336e+07,	1.067634537698929e+16
4.169176709707200e-06,	3.054968958097716e-06,	-6.399498312958119e+02,	1.263249678680611e+07,	1.250173346467169e+16
4.169304553395079e-06,	2.971812036014980e-06,	-6.612757853679004e+02,	1.407159684128714e+07,	1.473847385711529e+16
4.169418540829540e-06,	2.895271587112865e-06,	-6.819701368890409e+02,	1.499654701464568e+07,	1.668485975010446e+16
4.169533363807604e-06,	2.815682189081201e-06,	-7.046569736098853e+02,	1.711119462113630e+07,	2.015238188716498e+16
4.169635719705664e-06,	2.742445392149864e-06,	-7.266663768450466e+02,	1.849468687689704e+07,	2.314254451918346e+16
4.169738826400941e-06,	2.666295426588865e-06,	-7.507941542045556e+02,	2.018582636195822e+07,	2.674321492062338e+16
4.169830713385413e-06,	2.596246817873087e-06,	-7.741943286954698e+02,	2.296389005564762e+07,	3.233166557547207e+16
4.169923268543382e-06,	2.523421367554924e-06,	-7.998440954543385e+02,	2.451310718550612e+07,	3.654873726002330e+16
4.170005749467333e-06,	2.456437656603831e-06,	-8.247187253564791e+02,	2.696506264377536e+07,	4.273532438238466e+16
4.170088840523924e-06,	2.386794455430366e-06,	-8.519876365696372e+02,	2.862496583854063e+07,	4.805240075250435e+16
4.170162826369125e-06,	2.322795336603765e-06,	-8.784097909815524e+02,	3.132067066903433e+07,	5.590096817590214e+16
4.170237405233942e-06,	2.256219491000623e-06,	-9.073921019915699e+02,	3.528847774514191e+07,	6.672508738004030e+16
4.170271979061229e-06,	2.224601426754288e-06,	-9.217257930273273e+02,	3.826534818855476e+07,	7.694658003076888e+16
4.170293742233752e-06,	2.204440569869499e-06,	-9.310662049539970e+02,	3.924363294141480e+07,	8.129966172631192e+16
4.170304926470253e-06,	2.193999967947970e-06,	-9.359662626182833e+02,	4.115561218119948e+07,	8.691229913350830e+16
4.170318048719093e-06,	2.181679786045797e-06,	-9.418046457701215e+02,	4.093003921097922e+07,	8.730432176111246e+16
4.170353532378986e-06,	2.147974303924234e-06,	-9.580953262404324e+02,	4.205127693679277e+07,	9.076512564526744e+16
4.170417212053591e-06,	2.085982920522304e-06,	-9.893292455472795e+02,	4.250491639931083e+07,	9.479573770975725e+16
4.170480891728196e-06,	2.021912434490826e-06,	-1.023465277252898e+03,	4.949958729421808e+07,	1.173820477409006e+17
4.170533667960548e-06,	1.967095221739263e-06,	-1.054290916779356e+03,	5.518350726551648e+07,	1.396658000610001e+17
4.170588007049627e-06,	1.908882140632109e-06,	-1.088795483387850e+03,	5.789458988877726e+07,	1.551468875930559e+17
4.170636313401813e-06,	1.855491265948476e-06,	-1.122170679588473e+03,	6.647274867665585e+07,	1.895749008986804e+17
4.170685018834284e-06,	1.799956753893280e-06,	-1.158784176251157e+03,	7.163699058165467e+07,	2.166243837412942e+17
4.170728286962608e-06,	1.749063133595368e-06,	-1.194173759701780e+03,	7.861265072457430e+07,	2.530480121696213e+17
4.170771930109778e-06,	1.696110419616740e-06,	-1.233011795878655e+03,	8.438904854566789e+07,	2.880833328534091e+17
4.170810674381692e-06,	1.647621452936559e-06,	-1.270524984119026e+03,	9.340503238984716e+07,	3.395106397528457e+17
4.170849760693814e-06,	1.597168316645171e-06,	-1.311699068009361e+03,	1.024252446568917e+08,	3.949142326022368e+17
4.170884446656786e-06,	1.550990697225451e-06,	-1.351453046791192e+03,	1.133126963008346e+08,	4.652989812734085e+17
4.170919443505134e-06,	1.502941564122391e-06,	-1.395091946108831e+03,	1.216711279365613e+08,	5.300896286822951e+17
4.170950472365206e-06,	1.459009254026081e-06,	-1.437186621791212e+03,	1.362908286558557e+08,	6.325536598534019e+17
4.170981787604690e-06,	1.413290228733143e-06,	-1.483405435557515e+03,	1.499993784513678e+08,	7.387790700861764e+17
4.171009545440869e-06,	1.371503907856247e-06,	-1.527976808192092e+03,	1.667315236663435e+08,	8.750164808934703e+17
4.171037570135183e-06,	1.328006775518591e-06,	-1.576933670308166e+03,	1.824666643310533e+08,	1.016420112873799e+18
4.171062383518013e-06,	1.288300580820379e-06,	-1.624092247628922e+03,	2.057968739547147e+08,	1.221861310371048e+18
4.171087438058196e-06,	1.246970170639092e-06,	-1.675894096330805e+03,	2.205580715197001e+08,	1.390229343368872e+18
4.171109619589149e-06,	1.209250434521281e-06,	-1.725787155370533e+03,	2.505404957773071e+08,	1.683598163177340e+18
4.171132014210943e-06,	1.169997386953100e-06,	-1.780585320439515e+03,	2.756247598051361e+08,	1.966795531324745e+18
4.171151836767573e-06,	1.134185745293605e-06,	-1.833352126066776e+03,	3.114197080423449e+08,	2.369703414807656e+18
4.171171850739462e-06,	1.096921528199483e-06,	-1.891308178926926e+03,	3.402247866934435e+08,	2.749778149713786e+18
4.171189556230266e-06,	1.062947925904759e-06,	-1.947082961117752e+03,	3.809879723881795e+08,	3.284490502403149e+18
4.171207435545401e-06,	1.027595646287478e-06,	-2.008349851408762e+03,	4.143667704248641e+08,	3.795136425243542e+18
4.171223251014318e-06,	9.953727882694192e-07,	-2.067302692656852e+03,	4.826240667654100e+08,	4.716242114670464e+18
4.171239224808667e-06,	9.618403162377206e-07,	-2.132070817599337e+03,	5.311178271520619e+08,	5.515427622340834e+18
4.171253346053381e-06,	9.312990401636707e-07,	-2.194351165052532e+03,	5.955977301378347e+08,	6.601181703540877e+18
4.171267605591158e-06,	8.995279671166556e-07,	-2.262753657219780e+03,	6.890719157112131e+08,	8.118046383791738e+18
4.171280219347070e-06,	8.705767027011884e-07,	-2.328564114994220e+03,	7.313466920462207e+08,	9.198476660084560e+18
4.171292956508440e-06,	8.404637813000043e-07,	-2.400836795062424e+03,	8.343828678040135e+08,	1.115877554560098e+19
4.171304224968710e-06,	8.130235649506865e-07,	-2.470371805828040e+03,	9.286637855595582e+08,	1.326392782306880e+19
4.171315604928861e-06,	7.844826045272246e-07,	-2.546733057833982e+03,	1.028928276789593e+09,	1.563199097036268e+19
4.171325676239115e-06,	7.584686210609343e-07,	-2.620215976019100e+03,	1.192752589185951e+09,	1.936067435509030e+19
4.171335843050729e-06,	7.314253165253426e-07,	-2.700861782098943e+03,	1.305223055745719e+09,	2.254520627464854e+19
4.171344856660556e-06,	7.067352247583877e-07,	-2.778586283924597e+03,	1.494596363136728e+09,	2.759473937842701e+19
4.171353947757670e-06,	6.810930861817088e-07,	-2.863786508379586e+03,	1.640543572231587e+09,	3.224964391396885e+19
4.171362027995498e-06,	6.576249969456139e-07,	-2.946078159453329e+03,	1.904170257945944e+09,	4.003224526132122e+19
4.171370167790803e-06,	6.332832115520966e-07,	-3.036134195746003e+03,	2.156162745451308e+09,	4.829670406465981e+19
4.171377434121182e-06,	6.109086505126251e-07,	-3.123450578070539e+03,	2.393457143750119e+09,	5.737446491264270e+19
4.171384739713746e-06,	5.877467560129290e-07,	-3.218755628084008e+03,	2.621889255367498e+09,	6.702590889360228e+19
4.171391305482748e-06,	5.663120126100610e-07,	-3.311713843562834e+03,	2.997843367459205e+09,	8.208743912583474e+19
4.171397879593380e-06,	5.442132319869848e-07,	-3.412651229649345e+03,	3.351432660931989e+09,	9.799355913203448e+19
4.171404453704013e-06,	5.214222222329985e-07,	-3.522490210537237e+03,	3.941316671129886e+09,	1.235760028753816e+20
4.171410090228839e-06,	5.012834107954196e-07,	-3.624633597096652e+03,	4.377729718136767e+09,	1.478697053845935e+20
4.171415053236890e-06,	4.830571164282362e-07,	-3.721329581877371e+03,	4.947071173266988e+09,	1.788541172088566e+20
4.171419292871328e-06,	4.670952265584037e-07,	-3.809381190374006e+03,	5.662421403311538e+09,	2.181081238281401e+20
4.171423111103220e-06,	4.523914032312226e-07,	-3.893263777957254e+03,	6.115384497547205e+09,	2.493691794765997e+20
4.171426572631787e-06,	4.387774424507287e-07,	-3.973235143774481e+03,	6.823605267680973e+09,	2.936184798604848e+20
4.171430061676744e-06,	4.247684082172653e-07,	-4.057712782946688e+03,	7.823239429305404e+09,	3.542065615892378e+20
4.171432824552630e-06,	4.134617896329291e-07,	-4.127362074780870e+03,	8.311756743686412e+09,	3.970012945306983e+20
4.171435706442604e-06,	4.014594877850211e-07,	-4.202517618534852e+03,	9.142398359971849e+09,	4.563177203991066e+20
4.171438089950453e-06,	3.913668433019904e-07,	-4.266469159689009e+03,	1.044173940469753e+10,	5.465258033693464e+20
4.171440541522330e-06,	3.808251340958045e-07,	-4.333713788367031e+03,	1.109540176971555e+10,	6.047802755268501e+20
4.171442624057795e-06,	3.717397110566842e-07,	-4.391748100527145e+03,	1.206712920459294e+10,	6.866075731072267e+20
4.171444748964073e-06,	3.623442500701016e-07,	-4.451481639815294e+03,	1.348062714570561e+10,	7.963033932099836e+20
4.171446590593878e-06,	3.540985182209569e-07,	-4.503313637036149e+03,	1.415510298451423e+10,	8.694933206897750e+20
4.171448457532739e-06,	3.456423235480824e-07,	-4.555464504979806e+03,	1.458172998858082e+10,	9.272292897337041e+20
4.171450104751855e-06,	3.381010929593583e-07,	-4.600686273221604e+03,	1.664375739388879e+10,	1.096799218033382e+21
4.171451765681834e-06,	3.304226666833265e-07,	-4.644979288194298e+03,	1.738503252121770e+10,	1.182827890022406e+21
4.171453253907143e-06,	3.234813712115313e-07,	-4.682990829798287e+03,	1.882430975752230e+10,	1.323131518426444e+21
4.171454747568338e-06,	3.164594306426046e-07,	-4.718893464918071e+03,	2.106024623738223e+10,	1.524429979284061e+21
4.171456241229532e-06,	3.093860291180450e-07,	-4.751748657570392e+03,	2.072476276338929e+10,	1.545189337027276e+21
4.171457517306009e-06,	3.033061888330735e-07,	-4.776660332963661e+03,	2.312777009372910e+10,	1.776055480086707e+21
4.171458813031019e-06,	2.971025623156816e-07,	-4.798157252050511e+03,	2.292308929839927e+10,	1.805037539489662e+21
4.171460108756029e-06,	2.908740688035173e-07,	-4.814867080840723e+03,	2.571805041244640e+10,	2.076711306918390e+21
4.171461267596079e-06,	2.852881431530912e-07,	-4.824808266371642e+03,	2.611213662369148e+10,	2.161183833900893e+21
4.171462428986390e-06,	2.796816124188706e-07,	-4.828995969863286e+03,	2.768818836000342e+10,	2.341320578621323e+21
4.171463590376700e-06,	2.740741391592008e-07,	-4.826217051547242e+03,	3.025483749436706e+10,	2.611907287461518e+21
4.171464751767011e-06,	2.684746037349917e-07,	-4.815074317431849e+03,	2.912372666054162e+10,	2.564222707127827e+21
4.171465913157321e-06,	2.628936470046616e-07,	-4.793927974469532e+03,	3.210044623458617e+10,	2.878596934159704e+21
4.171467066342003e-06,	2.573830374710526e-07,	-4.761144514673175e+03,	3.273219556298760e+10,	2.984396727784589e+21
4.171467979821344e-06,	2.530494411704104e-07,	-4.725413397002313e+03,	3.479779485306485e+10,	3.218497452576406e+21
4.171468884189508e-06,	2.487955698286273e-07,	-4.680245349852165e+03,	3.578638053555402e+10,	3.341351817075335e+21
4.171469806300285e-06,	2.445054111023085e-07,	-4.622800124897976e+03,	3.575317037278996e+10,	3.362873573170602e+21
4.171470572248989e-06,	2.409860167059824e-07,	-4.565263290267917e+03,	3.539478114508994e+10,	3.345999541699169e+21
4.171471360246018e-06,	2.374152778554952e-07,	-4.495725224532009e+03,	3.994219458054226e+10,	3.783344717336063e+21
